Date,New cases,New cases (weekly reporting),Cumulative epidemiological link cases,Cumulative cases,Cumulative Vancouver Coastal,Cumulative Fraser Health,Cumulative Island Health ,Cumulative Interior Health,Cumulative Northern Health,Out of province,Hospitalization (Currently in hospital,Hospital admissions (reported weekly),ICU (Currently in ICU,Recovered,Deaths,Deaths (reported weekly),Cumulative deaths,Active cases,New tests,Tests performed,Positivity rate,Cumulative positivity rate,Omicron cases (cumulative),B.1.1.7 (UK Cumulative total,B.1.351 (SA Cumulative total,P.1 (Brazil Cumulative total,B.1.525 (Nigeria Cumulative total,"Active (""confirmed"" VOC",http://www.bccdc.ca/about/news-stories/stories/2020/information-on-novel-coronavirus,Reported #s are typically from the previous day (two days in the case of Mondays.,
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,,877,,381049,,,,,,,,,,,,24,4037,,17004,,,,,,,,,,,,
2022-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-18,,,,,,,,,,,390,,22,,,,,,,,,,,,,,,,,,
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,,737,,381788,,,,,,,,,,,,33,4097,,15604,,,,,,,,,,,,
2022-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,,,,,,,,,,,331,,29,,,,,,,,,,,,,,,,,,
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,,617,,383054,,,,,,,,,,,,22,4183,,14485,,,,,,,,,,,,
2022-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,,,,,,,,,,,324,,22,,,,,,,,,,,,,,,,,,
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,,637,,384266,,,,,,,,,,,,22,4253,,15724,,,,,,,,,,,,
2022-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,,,,,,,,,,,305,,22,,,,,,,,,,,,,,,,,,
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,,697,,385599,,,,,,,,,,,,19,4321,,11511,,,,,,,,,,,,
2022-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,,,,,,,,,,,369,,29,,,,,,,,,,,,,,,,,,
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,,534,,387451,,,,,,,,,,,44,,4485,,6517,,,,,,,,,,,,
2022-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,,,,,78472,169366,38900,69088,31234,391,292,,20,,,,,,,,,,,,,,,,,,
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
